,v,s,beta,alpha,d
112,1,37,0.0,0.0,0.0
113,1,38,0.0,0.0,0.0
114,1,39,0.0,0.0,0.0
115,1,40,0.0,0.0,0.0
116,1,41,0.0,0.0,0.0
117,1,42,0.0,0.0,0.0
118,1,43,0.0,0.0,0.0
119,1,44,0.0,0.0,0.0
120,1,45,0.0,0.0,0.0
121,1,46,0.0,0.0,0.0
122,1,47,0.0,0.0,0.0
123,1,48,0.0,0.0,0.0
124,1,49,0.0,0.0,0.0
125,1,50,0.0,0.0,0.0
126,1,51,0.0,0.0,0.0
127,1,52,0.0,0.0,0.0
128,1,53,0.0,0.0,0.0
129,1,54,0.0,0.0,0.0
130,1,55,0.0,0.0,0.0
131,1,56,0.0,0.0,0.0
132,1,57,0.0,0.0,0.0
133,1,58,0.0,0.0,0.0
134,1,59,0.0,0.0,0.0
135,1,60,0.0,0.0,0.0
136,1,61,0.0,0.0,0.0
137,1,62,0.0,0.0,0.0
138,1,63,0.0,0.0,0.0
139,1,64,0.0,0.0,0.0
140,1,65,0.0,0.0,0.0
141,1,66,0.0,0.0,0.0
142,1,67,0.0,0.0,0.0
143,1,68,0.0,0.0,0.0
144,1,69,0.0,0.0,0.0
145,1,70,0.0,0.0,0.0
146,1,71,0.0,0.0,0.0
147,1,72,0.0,0.0,0.0
148,1,73,0.0,0.0,0.0
149,1,74,0.0,0.0,0.0
150,2,0,0.0,0.0,0.0
151,2,1,0.0,0.0,0.0
152,2,2,0.0,0.0,0.0
153,2,3,0.0,0.0,0.0
154,2,4,0.0,0.0,0.0
155,2,5,0.0,0.0,0.0
156,2,6,0.0,0.0,0.0
157,2,7,0.0,0.0,0.0
158,2,8,0.0,0.0,0.0
159,2,9,0.0,0.0,0.0
160,2,10,0.0,0.0,0.0
161,2,11,0.0,0.0,0.0
162,2,12,0.0,0.0,0.0
163,2,13,0.0,0.0,0.0
164,2,14,0.0,0.0,0.0
165,2,15,0.0,0.0,0.0
166,2,16,0.0,0.0,0.0
167,2,17,0.0,0.0,0.0
168,2,18,0.0,0.0,0.0
169,2,19,0.0,0.0,0.0
170,2,20,0.0,0.0,0.0
171,2,21,0.0,0.0,0.0
172,2,22,0.0,0.0,0.0
173,2,23,0.0,0.0,0.0
174,2,24,0.0,0.0,0.0
175,2,25,0.0,0.0,0.0
176,2,26,0.0,0.0,0.0
177,2,27,0.0,0.0,0.0
178,2,28,0.0,0.0,0.0
179,2,29,0.0,0.0,0.0
180,2,30,0.0,0.0,0.0
181,2,31,0.0,0.0,0.0
182,2,32,0.0,0.0,0.0
183,2,33,0.0,0.0,0.0
184,2,34,0.0,0.0,0.0
185,2,35,0.0,0.0,0.0
186,2,36,0.0,0.0,0.0
187,2,37,0.0,0.0,0.0
188,2,38,0.0,0.0,0.0
189,2,39,0.0,0.0,0.0
190,2,40,0.0,0.0,0.0
191,2,41,0.0,0.0,0.0
192,2,42,0.0,0.0,0.0
193,2,43,0.0,0.0,0.0
194,2,44,0.0,0.0,0.0
195,2,45,0.0,0.0,0.0
196,2,46,0.0,0.0,0.0
197,2,47,0.0,0.0,0.0
198,2,48,0.0,0.0,0.0
199,2,49,0.0,0.0,0.0
200,2,50,0.0,0.0,0.0
201,2,51,0.0,0.0,0.0
202,2,52,0.0,0.0,0.0
203,2,53,0.0,0.0,0.0
204,2,54,0.0,0.0,0.0
205,2,55,0.0,0.0,0.0
206,2,56,0.0,0.0,0.0
207,2,57,0.0,0.0,0.0
208,2,58,0.0,0.0,0.0
209,2,59,0.0,0.0,0.0
210,2,60,0.0,0.0,0.0
211,2,61,0.0,0.0,0.0
212,2,62,0.0,0.0,0.0
213,2,63,0.0,0.0,0.0
214,2,64,0.0,0.0,0.0
215,2,65,0.0,0.0,0.0
216,2,66,0.0,0.0,0.0
217,2,67,0.0,0.0,0.0
218,2,68,0.0,0.0,0.0
219,2,69,0.0,0.0,0.0
220,2,70,0.0,0.0,0.0
221,2,71,0.0,0.0,0.0
222,2,72,0.0,0.0,0.0
223,2,73,0.0,0.0,0.0
224,2,74,1.0,0.0,15.839053045410825
225,3,0,0.0,0.0,0.0
226,3,1,0.0,0.0,0.0
227,3,2,0.0,0.0,0.0
228,3,3,0.0,0.0,0.0
229,3,4,0.0,0.0,0.0
230,3,5,1.0,0.0,58.42531267544981
231,3,6,0.0,0.0,0.0
232,3,7,0.0,0.0,0.0
233,3,8,0.0,0.0,0.0
234,3,9,0.0,0.0,0.0
235,3,10,0.0,0.0,0.0
236,3,11,0.0,0.0,0.0
237,3,12,0.0,0.0,0.0
238,3,13,0.0,0.0,0.0
239,3,14,0.0,0.0,0.0
240,3,15,0.0,0.0,0.0
241,3,16,0.0,0.0,0.0
242,3,17,0.0,0.0,0.0
243,3,18,0.0,0.0,0.0
244,3,19,0.0,0.0,0.0
245,3,20,0.0,0.0,0.0
246,3,21,0.0,0.0,0.0
247,3,22,0.0,0.0,0.0
248,3,23,0.0,0.0,0.0
249,3,24,0.0,0.0,0.0
250,3,25,0.0,0.0,0.0
251,3,26,0.0,0.0,0.0
252,3,27,0.0,0.0,0.0
253,3,28,0.0,0.0,0.0
254,3,29,0.0,0.0,0.0
255,3,30,0.0,0.0,0.0
256,3,31,0.0,0.0,0.0
257,3,32,0.0,0.0,0.0
258,3,33,0.0,0.0,0.0
259,3,34,0.0,0.0,0.0
260,3,35,0.0,0.0,0.0
261,3,36,0.0,0.0,0.0
262,3,37,0.0,0.0,0.0
263,3,38,0.0,0.0,0.0
264,3,39,0.0,0.0,0.0
265,3,40,0.0,0.0,0.0
266,3,41,0.0,0.0,0.0
267,3,42,0.0,0.0,0.0
268,3,43,0.0,0.0,0.0
269,3,44,0.0,0.0,0.0
270,3,45,0.0,0.0,0.0
271,3,46,0.0,0.0,0.0
272,3,47,0.0,0.0,0.0
273,3,48,0.0,0.0,0.0
274,3,49,0.0,0.0,0.0
275,3,50,0.0,0.0,0.0
276,3,51,0.0,0.0,0.0
277,3,52,0.0,0.0,0.0
278,3,53,0.0,0.0,0.0
279,3,54,0.0,0.0,0.0
280,3,55,0.0,0.0,0.0
281,3,56,0.0,0.0,0.0
282,3,57,0.0,0.0,0.0
283,3,58,0.0,0.0,0.0
284,3,59,0.0,0.0,0.0
285,3,60,0.0,0.0,0.0
286,3,61,0.0,0.0,0.0
287,3,62,0.0,0.0,0.0
288,3,63,0.0,0.0,0.0
289,3,64,0.0,0.0,0.0
290,3,65,0.0,0.0,0.0
291,3,66,0.0,0.0,0.0
292,3,67,0.0,0.0,0.0
293,3,68,0.0,0.0,0.0
294,3,69,0.0,0.0,0.0
295,3,70,0.0,0.0,0.0
296,3,71,0.0,0.0,0.0
297,3,72,0.0,0.0,0.0
298,3,73,0.0,0.0,0.0
299,3,74,0.0,0.0,0.0
300,4,0,0.0,0.0,0.0
301,4,1,0.0,0.0,0.0
302,4,2,0.0,0.0,0.0
303,4,3,0.0,0.0,0.0
304,4,4,0.0,0.0,0.0
305,4,5,1.0,0.0,5.60642953829382
306,4,6,0.0,0.0,0.0
307,4,7,0.0,0.0,0.0
308,4,8,0.0,0.0,0.0
309,4,9,0.0,0.0,0.0
310,4,10,0.0,0.0,0.0
311,4,11,0.0,0.0,0.0
312,4,12,0.0,0.0,0.0
313,4,13,0.0,0.0,0.0
314,4,14,0.0,0.0,0.0
315,4,15,0.0,0.0,0.0
316,4,16,0.0,0.0,0.0
317,4,17,0.0,0.0,0.0
318,4,18,0.0,0.0,0.0
319,4,19,0.0,0.0,0.0
320,4,20,0.0,0.0,0.0
321,4,21,0.0,0.0,0.0
322,4,22,0.0,0.0,0.0
323,4,23,0.0,0.0,0.0
324,4,24,0.0,0.0,0.0
325,4,25,0.0,0.0,0.0
326,4,26,0.0,0.0,0.0
327,4,27,0.0,0.0,0.0
328,4,28,0.0,0.0,0.0
329,4,29,0.0,0.0,0.0
330,4,30,0.0,0.0,0.0
331,4,31,0.0,0.0,0.0
332,4,32,0.0,0.0,0.0
333,4,33,0.0,0.0,0.0
334,4,34,0.0,0.0,0.0
335,4,35,0.0,0.0,0.0
336,4,36,0.0,0.0,0.0
337,4,37,0.0,0.0,0.0
338,4,38,0.0,0.0,0.0
339,4,39,0.0,0.0,0.0
340,4,40,0.0,0.0,0.0
341,4,41,0.0,0.0,0.0
342,4,42,0.0,0.0,0.0
343,4,43,0.0,0.0,0.0
344,4,44,0.0,0.0,0.0
345,4,45,0.0,0.0,0.0
346,4,46,0.0,0.0,0.0
347,4,47,0.0,0.0,0.0
348,4,48,0.0,0.0,0.0
349,4,49,0.0,0.0,0.0
350,4,50,0.0,0.0,0.0
351,4,51,0.0,0.0,0.0
352,4,52,0.0,0.0,0.0
353,4,53,0.0,0.0,0.0
354,4,54,0.0,0.0,0.0
355,4,55,0.0,0.0,0.0
356,4,56,0.0,0.0,0.0
357,4,57,0.0,0.0,0.0
358,4,58,0.0,0.0,0.0
359,4,59,0.0,0.0,0.0
360,4,60,0.0,0.0,0.0
361,4,61,0.0,0.0,0.0
362,4,62,0.0,0.0,0.0
363,4,63,0.0,0.0,0.0
364,4,64,0.0,0.0,0.0
365,4,65,0.0,0.0,0.0
366,4,66,0.0,0.0,0.0
367,4,67,0.0,0.0,0.0
368,4,68,0.0,0.0,0.0
369,4,69,0.0,0.0,0.0
370,4,70,0.0,0.0,0.0
371,4,71,0.0,0.0,0.0
372,4,72,0.0,0.0,0.0
373,4,73,0.0,0.0,0.0
374,4,74,0.0,0.0,0.0
375,5,0,0.0,0.0,0.0
376,5,1,0.0,0.0,0.0
377,5,2,0.0,0.0,0.0
378,5,3,0.0,0.0,0.0
379,5,4,0.0,0.0,0.0
380,5,5,0.0,0.0,0.0
381,5,6,0.0,0.0,0.0
382,5,7,0.0,0.0,0.0
383,5,8,0.0,0.0,0.0
384,5,9,0.0,0.0,0.0
385,5,10,0.0,0.0,0.0
386,5,11,0.0,0.0,0.0
387,5,12,0.0,0.0,0.0
388,5,13,0.0,0.0,0.0
389,5,14,0.0,0.0,0.0
390,5,15,0.0,0.0,0.0
391,5,16,0.0,0.0,0.0
392,5,17,0.0,0.0,0.0
393,5,18,0.0,0.0,0.0
394,5,19,0.0,0.0,0.0
395,5,20,0.0,0.0,0.0
396,5,21,0.0,0.0,0.0
397,5,22,0.0,0.0,0.0
398,5,23,0.0,0.0,0.0
399,5,24,0.0,0.0,0.0
400,5,25,0.0,0.0,0.0
401,5,26,0.0,0.0,0.0
402,5,27,0.0,0.0,0.0
403,5,28,0.0,0.0,0.0
404,5,29,0.0,0.0,0.0
405,5,30,0.0,0.0,0.0
406,5,31,0.0,0.0,0.0
407,5,32,0.0,0.0,0.0
408,5,33,0.0,0.0,0.0
409,5,34,0.0,0.0,0.0
410,5,35,0.0,0.0,0.0
411,5,36,0.0,0.0,0.0
412,5,37,0.0,0.0,0.0
413,5,38,0.0,0.0,0.0
414,5,39,0.0,0.0,0.0
415,5,40,0.0,0.0,0.0
416,5,41,0.0,0.0,0.0
417,5,42,0.0,0.0,0.0
418,5,43,1.0,0.0,15.155721481748104
419,5,44,0.0,0.0,0.0
420,5,45,0.0,0.0,0.0
421,5,46,0.0,0.0,0.0
422,5,47,0.0,0.0,0.0
423,5,48,0.0,0.0,0.0
424,5,49,0.0,0.0,0.0
425,5,50,0.0,0.0,0.0
426,5,51,0.0,0.0,0.0
427,5,52,0.0,0.0,0.0
428,5,53,0.0,0.0,0.0
429,5,54,0.0,0.0,0.0
430,5,55,0.0,0.0,0.0
431,5,56,0.0,0.0,0.0
432,5,57,0.0,0.0,0.0
433,5,58,0.0,0.0,0.0
434,5,59,0.0,0.0,0.0
435,5,60,0.0,0.0,0.0
436,5,61,0.0,0.0,0.0
437,5,62,0.0,0.0,0.0
438,5,63,0.0,0.0,0.0
439,5,64,0.0,0.0,0.0
440,5,65,0.0,0.0,0.0
441,5,66,0.0,0.0,0.0
442,5,67,0.0,0.0,0.0
443,5,68,0.0,0.0,0.0
444,5,69,0.0,0.0,0.0
445,5,70,0.0,0.0,0.0
446,5,71,0.0,0.0,0.0
447,5,72,0.0,0.0,0.0
448,5,73,0.0,0.0,0.0
449,5,74,0.0,0.0,0.0
450,6,0,0.0,0.0,0.0
451,6,1,0.0,0.0,0.0
452,6,2,0.0,0.0,0.0
453,6,3,0.0,0.0,0.0
454,6,4,0.0,0.0,0.0
455,6,5,0.0,0.0,0.0
456,6,6,0.0,0.0,0.0
457,6,7,0.0,0.0,0.0
458,6,8,0.0,0.0,0.0
459,6,9,0.0,0.0,0.0
460,6,10,0.0,0.0,0.0
461,6,11,0.0,0.0,0.0
462,6,12,1.0,0.0,6.893301919636221
463,6,13,0.0,0.0,0.0
464,6,14,0.0,0.0,0.0
465,6,15,0.0,0.0,0.0
466,6,16,0.0,0.0,0.0
467,6,17,0.0,0.0,0.0
468,6,18,0.0,0.0,0.0
469,6,19,0.0,0.0,0.0
470,6,20,0.0,0.0,0.0
471,6,21,0.0,0.0,0.0
472,6,22,0.0,0.0,0.0
473,6,23,0.0,0.0,0.0
474,6,24,0.0,0.0,0.0
475,6,25,0.0,0.0,0.0
476,6,26,0.0,0.0,0.0
477,6,27,0.0,0.0,0.0
478,6,28,0.0,0.0,0.0
479,6,29,0.0,0.0,0.0
480,6,30,0.0,0.0,0.0
481,6,31,0.0,0.0,0.0
482,6,32,0.0,0.0,0.0
483,6,33,0.0,0.0,0.0
484,6,34,0.0,0.0,0.0
485,6,35,0.0,0.0,0.0
486,6,36,0.0,0.0,0.0
487,6,37,0.0,0.0,0.0
488,6,38,0.0,0.0,0.0
489,6,39,0.0,0.0,0.0
490,6,40,0.0,0.0,0.0
491,6,41,0.0,0.0,0.0
492,6,42,0.0,0.0,0.0
493,6,43,0.0,0.0,0.0
494,6,44,0.0,0.0,0.0
495,6,45,0.0,0.0,0.0
496,6,46,0.0,0.0,0.0
497,6,47,0.0,0.0,0.0
498,6,48,0.0,0.0,0.0
499,6,49,0.0,0.0,0.0
500,6,50,0.0,0.0,0.0
501,6,51,0.0,0.0,0.0
502,6,52,0.0,0.0,0.0
503,6,53,0.0,0.0,0.0
504,6,54,0.0,0.0,0.0
505,6,55,0.0,0.0,0.0
506,6,56,0.0,0.0,0.0
507,6,57,0.0,0.0,0.0
508,6,58,0.0,0.0,0.0
509,6,59,0.0,0.0,0.0
510,6,60,0.0,0.0,0.0
511,6,61,0.0,0.0,0.0
512,6,62,0.0,0.0,0.0
513,6,63,0.0,0.0,0.0
514,6,64,0.0,0.0,0.0
515,6,65,0.0,0.0,0.0
516,6,66,0.0,0.0,0.0
517,6,67,0.0,0.0,0.0
518,6,68,0.0,0.0,0.0
519,6,69,0.0,0.0,0.0
520,6,70,0.0,0.0,0.0
521,6,71,0.0,0.0,0.0
522,6,72,0.0,0.0,0.0
523,6,73,0.0,0.0,0.0
524,6,74,0.0,0.0,0.0
525,7,0,0.0,0.0,0.0
526,7,1,0.0,0.0,0.0
527,7,2,0.0,0.0,0.0
528,7,3,0.0,0.0,0.0
529,7,4,0.0,0.0,0.0
530,7,5,0.0,0.0,0.0
531,7,6,0.0,0.0,0.0
532,7,7,0.0,0.0,0.0
533,7,8,0.0,0.0,0.0
534,7,9,0.0,0.0,0.0
535,7,10,0.0,0.0,0.0
536,7,11,0.0,0.0,0.0
537,7,12,0.0,0.0,0.0
538,7,13,0.0,0.0,0.0
539,7,14,0.0,0.0,0.0
540,7,15,0.0,0.0,0.0
541,7,16,0.0,0.0,0.0
542,7,17,0.0,0.0,0.0
543,7,18,0.0,0.0,0.0
544,7,19,0.0,0.0,0.0
545,7,20,0.0,0.0,0.0
546,7,21,0.0,0.0,0.0
547,7,22,0.0,0.0,0.0
548,7,23,0.0,0.0,0.0
549,7,24,0.0,0.0,0.0
550,7,25,0.0,0.0,0.0
551,7,26,0.0,0.0,0.0
552,7,27,0.0,0.0,0.0
553,7,28,0.0,0.0,0.0
554,7,29,0.0,0.0,0.0
555,7,30,0.0,0.0,0.0
556,7,31,0.0,0.0,0.0
557,7,32,0.0,0.0,0.0
558,7,33,0.0,0.0,0.0
559,7,34,0.0,0.0,0.0
560,7,35,0.0,0.0,0.0
561,7,36,0.0,0.0,0.0
562,7,37,0.0,0.0,0.0
563,7,38,0.0,0.0,0.0
564,7,39,0.0,0.0,0.0
565,7,40,0.0,0.0,0.0
566,7,41,0.0,0.0,0.0
567,7,42,0.0,0.0,0.0
568,7,43,0.0,0.0,0.0
569,7,44,0.0,0.0,0.0
570,7,45,0.0,0.0,0.0
571,7,46,0.0,0.0,0.0
572,7,47,0.0,0.0,0.0
573,7,48,0.0,0.0,0.0
574,7,49,0.0,0.0,0.0
575,7,50,0.0,0.0,0.0
576,7,51,0.0,0.0,0.0
577,7,52,0.0,0.0,0.0
578,7,53,0.0,0.0,0.0
579,7,54,0.0,0.0,0.0
580,7,55,0.0,0.0,0.0
581,7,56,0.0,0.0,0.0
582,7,57,0.0,0.0,0.0
583,7,58,0.0,0.0,0.0
584,7,59,0.0,0.0,0.0
585,7,60,0.0,0.0,0.0
586,7,61,0.0,0.0,0.0
587,7,62,0.0,0.0,0.0
588,7,63,0.0,0.0,0.0
589,7,64,0.0,0.0,0.0
590,7,65,0.0,0.0,0.0
591,7,66,0.0,0.0,0.0
592,7,67,0.0,0.0,0.0
593,7,68,0.0,0.0,0.0
594,7,69,1.0,0.0,41.595292637725976
595,7,70,0.0,0.0,0.0
596,7,71,0.0,0.0,0.0
597,7,72,0.0,0.0,0.0
598,7,73,0.0,0.0,0.0
599,7,74,0.0,0.0,0.0
600,8,0,0.0,0.0,0.0
601,8,1,0.0,0.0,0.0
602,8,2,0.0,0.0,0.0
603,8,3,0.0,0.0,0.0
604,8,4,0.0,0.0,0.0
605,8,5,0.0,0.0,0.0
606,8,6,0.0,0.0,0.0
607,8,7,0.0,0.0,0.0
608,8,8,0.0,0.0,0.0
609,8,9,0.0,0.0,0.0
610,8,10,0.0,0.0,0.0
611,8,11,0.0,0.0,0.0
612,8,12,0.0,0.0,0.0
613,8,13,0.0,0.0,0.0
614,8,14,0.0,0.0,0.0
615,8,15,0.0,0.0,0.0
616,8,16,0.0,0.0,0.0
617,8,17,0.0,0.0,0.0
618,8,18,0.0,0.0,0.0
619,8,19,0.0,0.0,0.0
620,8,20,0.0,0.0,0.0
621,8,21,0.0,0.0,0.0
622,8,22,0.0,0.0,0.0
623,8,23,0.0,0.0,0.0
624,8,24,0.0,0.0,0.0
625,8,25,0.0,0.0,0.0
626,8,26,0.0,0.0,0.0
627,8,27,0.0,0.0,0.0
628,8,28,0.0,0.0,0.0
629,8,29,0.0,0.0,0.0
630,8,30,0.0,0.0,0.0
631,8,31,0.0,0.0,0.0
632,8,32,0.0,0.0,0.0
633,8,33,0.0,0.0,0.0
634,8,34,0.0,0.0,0.0
635,8,35,0.0,0.0,0.0
636,8,36,0.0,0.0,0.0
637,8,37,0.0,0.0,0.0
638,8,38,0.0,0.0,0.0
639,8,39,0.0,0.0,0.0
640,8,40,0.0,0.0,0.0
641,8,41,0.0,0.0,0.0
642,8,42,0.0,0.0,0.0
643,8,43,1.0,0.0,12.59313594467281
644,8,44,0.0,0.0,0.0
645,8,45,0.0,0.0,0.0
646,8,46,0.0,0.0,0.0
647,8,47,0.0,0.0,0.0
648,8,48,0.0,0.0,0.0
649,8,49,0.0,0.0,0.0
650,8,50,0.0,0.0,0.0
651,8,51,0.0,0.0,0.0
652,8,52,0.0,0.0,0.0
653,8,53,0.0,0.0,0.0
654,8,54,0.0,0.0,0.0
655,8,55,0.0,0.0,0.0
656,8,56,0.0,0.0,0.0
657,8,57,0.0,0.0,0.0
658,8,58,0.0,0.0,0.0
659,8,59,0.0,0.0,0.0
660,8,60,0.0,0.0,0.0
661,8,61,0.0,0.0,0.0
662,8,62,0.0,0.0,0.0
663,8,63,0.0,0.0,0.0
664,8,64,0.0,0.0,0.0
665,8,65,0.0,0.0,0.0
666,8,66,0.0,0.0,0.0
667,8,67,0.0,0.0,0.0
668,8,68,0.0,0.0,0.0
669,8,69,0.0,0.0,0.0
670,8,70,0.0,0.0,0.0
671,8,71,0.0,0.0,0.0
672,8,72,0.0,0.0,0.0
673,8,73,0.0,0.0,0.0
674,8,74,0.0,0.0,0.0
675,9,0,0.0,0.0,0.0
676,9,1,0.0,0.0,0.0
677,9,2,0.0,0.0,0.0
678,9,3,0.0,0.0,0.0
679,9,4,0.0,0.0,0.0
680,9,5,0.0,0.0,0.0
681,9,6,0.0,0.0,0.0
682,9,7,0.0,0.0,0.0
683,9,8,0.0,0.0,0.0
684,9,9,0.0,0.0,0.0
685,9,10,0.0,0.0,0.0
686,9,11,0.0,0.0,0.0
687,9,12,1.0,0.0,8.006820827600846
688,9,13,0.0,0.0,0.0
689,9,14,0.0,0.0,0.0
690,9,15,0.0,0.0,0.0
691,9,16,0.0,0.0,0.0
692,9,17,0.0,0.0,0.0
693,9,18,0.0,0.0,0.0
694,9,19,0.0,0.0,0.0
695,9,20,0.0,0.0,0.0
696,9,21,0.0,0.0,0.0
697,9,22,0.0,0.0,0.0
698,9,23,0.0,0.0,0.0
699,9,24,0.0,0.0,0.0
700,9,25,0.0,0.0,0.0
701,9,26,0.0,0.0,0.0
702,9,27,0.0,0.0,0.0
703,9,28,0.0,0.0,0.0
704,9,29,0.0,0.0,0.0
705,9,30,0.0,0.0,0.0
706,9,31,0.0,0.0,0.0
707,9,32,0.0,0.0,0.0
708,9,33,0.0,0.0,0.0
709,9,34,0.0,0.0,0.0
710,9,35,0.0,0.0,0.0
711,9,36,0.0,0.0,0.0
712,9,37,0.0,0.0,0.0
713,9,38,0.0,0.0,0.0
714,9,39,0.0,0.0,0.0
715,9,40,0.0,0.0,0.0
716,9,41,0.0,0.0,0.0
717,9,42,0.0,0.0,0.0
718,9,43,0.0,0.0,0.0
719,9,44,0.0,0.0,0.0
720,9,45,0.0,0.0,0.0
721,9,46,0.0,0.0,0.0
722,9,47,0.0,0.0,0.0
723,9,48,0.0,0.0,0.0
724,9,49,0.0,0.0,0.0
725,9,50,0.0,0.0,0.0
726,9,51,0.0,0.0,0.0
727,9,52,0.0,0.0,0.0
728,9,53,0.0,0.0,0.0
729,9,54,0.0,0.0,0.0
730,9,55,0.0,0.0,0.0
731,9,56,0.0,0.0,0.0
732,9,57,0.0,0.0,0.0
733,9,58,0.0,0.0,0.0
734,9,59,0.0,0.0,0.0
735,9,60,0.0,0.0,0.0
736,9,61,0.0,0.0,0.0
737,9,62,0.0,0.0,0.0
738,9,63,0.0,0.0,0.0
739,9,64,0.0,0.0,0.0
740,9,65,0.0,0.0,0.0
741,9,66,0.0,0.0,0.0
742,9,67,0.0,0.0,0.0
743,9,68,0.0,0.0,0.0
744,9,69,0.0,0.0,0.0
745,9,70,0.0,0.0,0.0
746,9,71,0.0,0.0,0.0
747,9,72,0.0,0.0,0.0
748,9,73,0.0,0.0,0.0
749,9,74,0.0,0.0,0.0
750,10,0,0.0,0.0,0.0
751,10,1,0.0,0.0,0.0
752,10,2,0.0,0.0,0.0
753,10,3,0.0,0.0,0.0
754,10,4,0.0,0.0,0.0
755,10,5,1.0,0.0,1.6947803071673078
756,10,6,0.0,0.0,0.0
757,10,7,0.0,0.0,0.0
758,10,8,0.0,0.0,0.0
759,10,9,0.0,0.0,0.0
760,10,10,0.0,0.0,0.0
761,10,11,0.0,0.0,0.0
762,10,12,0.0,0.0,0.0
763,10,13,0.0,0.0,0.0
764,10,14,0.0,0.0,0.0
765,10,15,0.0,0.0,0.0
766,10,16,0.0,0.0,0.0
767,10,17,0.0,0.0,0.0
768,10,18,0.0,0.0,0.0
769,10,19,0.0,0.0,0.0
770,10,20,0.0,0.0,0.0
771,10,21,0.0,0.0,0.0
772,10,22,0.0,0.0,0.0
