,v,s,beta,alpha,d
113,0,113,0.0,0.0,0.0
114,0,114,0.0,0.0,0.0
115,0,115,0.0,0.0,0.0
116,0,116,0.0,0.0,0.0
117,0,117,0.0,0.0,0.0
118,0,118,0.0,0.0,0.0
119,0,119,0.0,0.0,0.0
120,0,120,0.0,0.0,0.0
121,0,121,0.0,0.0,0.0
122,0,122,0.0,0.0,0.0
123,0,123,1.0,0.0,6.6954631184528175
124,0,124,0.0,0.0,0.0
125,1,0,0.0,0.0,0.0
126,1,1,0.0,0.0,0.0
127,1,2,0.0,0.0,0.0
128,1,3,0.0,0.0,0.0
129,1,4,0.0,0.0,0.0
130,1,5,0.0,0.0,0.0
131,1,6,0.0,0.0,0.0
132,1,7,0.0,0.0,0.0
133,1,8,0.0,0.0,0.0
134,1,9,0.0,0.0,0.0
135,1,10,0.0,0.0,0.0
136,1,11,0.0,0.0,0.0
137,1,12,0.0,0.0,0.0
138,1,13,0.0,0.0,0.0
139,1,14,0.0,0.0,0.0
140,1,15,0.0,0.0,0.0
141,1,16,0.0,0.0,0.0
142,1,17,0.0,0.0,0.0
143,1,18,0.0,0.0,0.0
144,1,19,0.0,0.0,0.0
145,1,20,0.0,0.0,0.0
146,1,21,0.0,0.0,0.0
147,1,22,0.0,0.0,0.0
148,1,23,0.0,0.0,0.0
149,1,24,0.0,0.0,0.0
150,1,25,1.0,0.0,3.607075715364736
151,1,26,0.0,0.0,0.0
152,1,27,0.0,0.0,0.0
153,1,28,0.0,0.0,0.0
154,1,29,0.0,0.0,0.0
155,1,30,0.0,0.0,0.0
156,1,31,0.0,0.0,0.0
157,1,32,0.0,0.0,0.0
158,1,33,0.0,0.0,0.0
159,1,34,0.0,0.0,0.0
160,1,35,0.0,0.0,0.0
161,1,36,0.0,0.0,0.0
162,1,37,0.0,0.0,0.0
163,1,38,0.0,0.0,0.0
164,1,39,0.0,0.0,0.0
165,1,40,0.0,0.0,0.0
166,1,41,0.0,0.0,0.0
167,1,42,0.0,0.0,0.0
168,1,43,0.0,0.0,0.0
169,1,44,0.0,0.0,0.0
170,1,45,0.0,0.0,0.0
171,1,46,0.0,0.0,0.0
172,1,47,0.0,0.0,0.0
173,1,48,0.0,0.0,0.0
174,1,49,0.0,0.0,0.0
175,1,50,0.0,0.0,0.0
176,1,51,0.0,0.0,0.0
177,1,52,0.0,0.0,0.0
178,1,53,0.0,0.0,0.0
179,1,54,0.0,0.0,0.0
180,1,55,0.0,0.0,0.0
181,1,56,0.0,0.0,0.0
182,1,57,0.0,0.0,0.0
183,1,58,0.0,0.0,0.0
184,1,59,0.0,0.0,0.0
185,1,60,0.0,0.0,0.0
186,1,61,0.0,0.0,0.0
187,1,62,0.0,0.0,0.0
188,1,63,0.0,0.0,0.0
189,1,64,0.0,0.0,0.0
190,1,65,0.0,0.0,0.0
191,1,66,0.0,0.0,0.0
192,1,67,0.0,0.0,0.0
193,1,68,0.0,0.0,0.0
194,1,69,0.0,0.0,0.0
195,1,70,0.0,0.0,0.0
196,1,71,0.0,0.0,0.0
197,1,72,0.0,0.0,0.0
198,1,73,0.0,0.0,0.0
199,1,74,0.0,0.0,0.0
200,1,75,0.0,0.0,0.0
201,1,76,0.0,0.0,0.0
202,1,77,0.0,0.0,0.0
203,1,78,0.0,0.0,0.0
204,1,79,0.0,0.0,0.0
205,1,80,0.0,0.0,0.0
206,1,81,0.0,0.0,0.0
207,1,82,0.0,0.0,0.0
208,1,83,0.0,0.0,0.0
209,1,84,0.0,0.0,0.0
210,1,85,0.0,0.0,0.0
211,1,86,0.0,0.0,0.0
212,1,87,0.0,0.0,0.0
213,1,88,0.0,0.0,0.0
214,1,89,0.0,0.0,0.0
215,1,90,0.0,0.0,0.0
216,1,91,0.0,0.0,0.0
217,1,92,0.0,0.0,0.0
218,1,93,0.0,0.0,0.0
219,1,94,0.0,0.0,0.0
220,1,95,0.0,0.0,0.0
221,1,96,0.0,0.0,0.0
222,1,97,0.0,0.0,0.0
223,1,98,0.0,0.0,0.0
224,1,99,0.0,0.0,0.0
225,1,100,0.0,0.0,0.0
226,1,101,0.0,0.0,0.0
227,1,102,0.0,0.0,0.0
228,1,103,0.0,0.0,0.0
229,1,104,0.0,0.0,0.0
230,1,105,0.0,0.0,0.0
231,1,106,0.0,0.0,0.0
232,1,107,0.0,0.0,0.0
233,1,108,0.0,0.0,0.0
234,1,109,0.0,0.0,0.0
235,1,110,0.0,0.0,0.0
236,1,111,0.0,0.0,0.0
237,1,112,0.0,0.0,0.0
238,1,113,0.0,0.0,0.0
239,1,114,0.0,0.0,0.0
240,1,115,0.0,0.0,0.0
241,1,116,0.0,0.0,0.0
242,1,117,0.0,0.0,0.0
243,1,118,0.0,0.0,0.0
244,1,119,0.0,0.0,0.0
245,1,120,0.0,0.0,0.0
246,1,121,0.0,0.0,0.0
247,1,122,0.0,0.0,0.0
248,1,123,0.0,0.0,0.0
249,1,124,0.0,0.0,0.0
250,2,0,0.0,0.0,0.0
251,2,1,0.0,0.0,0.0
252,2,2,0.0,0.0,0.0
253,2,3,0.0,0.0,0.0
254,2,4,0.0,0.0,0.0
255,2,5,0.0,0.0,0.0
256,2,6,0.0,0.0,0.0
257,2,7,0.0,0.0,0.0
258,2,8,0.0,0.0,0.0
259,2,9,0.0,0.0,0.0
260,2,10,0.0,0.0,0.0
261,2,11,0.0,0.0,0.0
262,2,12,0.0,0.0,0.0
263,2,13,0.0,0.0,0.0
264,2,14,0.0,0.0,0.0
265,2,15,0.0,0.0,0.0
266,2,16,0.0,0.0,0.0
267,2,17,0.0,0.0,0.0
268,2,18,0.0,0.0,0.0
269,2,19,0.0,0.0,0.0
270,2,20,0.0,0.0,0.0
271,2,21,0.0,0.0,0.0
272,2,22,0.0,0.0,0.0
273,2,23,0.0,0.0,0.0
274,2,24,0.0,0.0,0.0
275,2,25,0.0,0.0,0.0
276,2,26,0.0,0.0,0.0
277,2,27,0.0,0.0,0.0
278,2,28,0.0,0.0,0.0
279,2,29,0.0,0.0,0.0
280,2,30,0.0,0.0,0.0
281,2,31,0.0,0.0,0.0
282,2,32,0.0,0.0,0.0
283,2,33,0.0,0.0,0.0
284,2,34,0.0,0.0,0.0
285,2,35,0.0,0.0,0.0
286,2,36,0.0,0.0,0.0
287,2,37,0.0,0.0,0.0
288,2,38,0.0,0.0,0.0
289,2,39,0.0,0.0,0.0
290,2,40,0.0,0.0,0.0
291,2,41,0.0,0.0,0.0
292,2,42,0.0,0.0,0.0
293,2,43,0.0,0.0,0.0
294,2,44,0.0,0.0,0.0
295,2,45,0.0,0.0,0.0
296,2,46,0.0,0.0,0.0
297,2,47,0.0,0.0,0.0
298,2,48,0.0,0.0,0.0
299,2,49,0.0,0.0,0.0
300,2,50,0.0,0.0,0.0
301,2,51,0.0,0.0,0.0
302,2,52,0.0,0.0,0.0
303,2,53,0.0,0.0,0.0
304,2,54,0.0,0.0,0.0
305,2,55,0.0,0.0,0.0
306,2,56,0.0,0.0,0.0
307,2,57,0.0,0.0,0.0
308,2,58,0.0,0.0,0.0
309,2,59,0.0,0.0,0.0
310,2,60,0.0,0.0,0.0
311,2,61,0.0,0.0,0.0
312,2,62,0.0,0.0,0.0
313,2,63,0.0,0.0,0.0
314,2,64,0.0,0.0,0.0
315,2,65,0.0,0.0,0.0
316,2,66,0.0,0.0,0.0
317,2,67,0.0,0.0,0.0
318,2,68,0.0,0.0,0.0
319,2,69,0.0,0.0,0.0
320,2,70,0.0,0.0,0.0
321,2,71,0.0,0.0,0.0
322,2,72,1.0,0.0,13.038988550551514
323,2,73,0.0,0.0,0.0
324,2,74,0.0,0.0,0.0
325,2,75,0.0,0.0,0.0
326,2,76,0.0,0.0,0.0
327,2,77,0.0,0.0,0.0
328,2,78,0.0,0.0,0.0
329,2,79,0.0,0.0,0.0
330,2,80,0.0,0.0,0.0
331,2,81,0.0,0.0,0.0
332,2,82,0.0,0.0,0.0
333,2,83,0.0,0.0,0.0
334,2,84,0.0,0.0,0.0
335,2,85,0.0,0.0,0.0
336,2,86,0.0,0.0,0.0
337,2,87,0.0,0.0,0.0
338,2,88,0.0,0.0,0.0
339,2,89,0.0,0.0,0.0
340,2,90,0.0,0.0,0.0
341,2,91,0.0,0.0,0.0
342,2,92,0.0,0.0,0.0
343,2,93,0.0,0.0,0.0
344,2,94,0.0,0.0,0.0
345,2,95,0.0,0.0,0.0
346,2,96,0.0,0.0,0.0
347,2,97,0.0,0.0,0.0
348,2,98,0.0,0.0,0.0
349,2,99,0.0,0.0,0.0
350,2,100,0.0,0.0,0.0
351,2,101,0.0,0.0,0.0
352,2,102,0.0,0.0,0.0
353,2,103,0.0,0.0,0.0
354,2,104,0.0,0.0,0.0
355,2,105,0.0,0.0,0.0
356,2,106,0.0,0.0,0.0
357,2,107,0.0,0.0,0.0
358,2,108,0.0,0.0,0.0
359,2,109,0.0,0.0,0.0
360,2,110,0.0,0.0,0.0
361,2,111,0.0,0.0,0.0
362,2,112,0.0,0.0,0.0
363,2,113,0.0,0.0,0.0
364,2,114,0.0,0.0,0.0
365,2,115,0.0,0.0,0.0
366,2,116,0.0,0.0,0.0
367,2,117,0.0,0.0,0.0
368,2,118,0.0,0.0,0.0
369,2,119,0.0,0.0,0.0
370,2,120,0.0,0.0,0.0
371,2,121,0.0,0.0,0.0
372,2,122,0.0,0.0,0.0
373,2,123,0.0,0.0,0.0
374,2,124,0.0,0.0,0.0
375,3,0,0.0,0.0,0.0
376,3,1,0.0,0.0,0.0
377,3,2,0.0,0.0,0.0
378,3,3,0.0,0.0,0.0
379,3,4,0.0,0.0,0.0
380,3,5,0.0,0.0,0.0
381,3,6,0.0,0.0,0.0
382,3,7,0.0,0.0,0.0
383,3,8,0.0,0.0,0.0
384,3,9,0.0,0.0,0.0
385,3,10,0.0,0.0,0.0
386,3,11,0.0,0.0,0.0
387,3,12,0.0,0.0,0.0
388,3,13,0.0,0.0,0.0
389,3,14,0.0,0.0,0.0
390,3,15,0.0,0.0,0.0
391,3,16,0.0,0.0,0.0
392,3,17,0.0,0.0,0.0
393,3,18,0.0,0.0,0.0
394,3,19,0.0,0.0,0.0
395,3,20,0.0,0.0,0.0
396,3,21,0.0,0.0,0.0
397,3,22,0.0,0.0,0.0
398,3,23,0.0,0.0,0.0
399,3,24,0.0,0.0,0.0
400,3,25,0.0,0.0,0.0
401,3,26,0.0,0.0,0.0
402,3,27,0.0,0.0,0.0
403,3,28,0.0,0.0,0.0
404,3,29,0.0,0.0,0.0
405,3,30,0.0,0.0,0.0
406,3,31,0.0,0.0,0.0
407,3,32,0.0,0.0,0.0
408,3,33,0.0,0.0,0.0
409,3,34,0.0,0.0,0.0
410,3,35,0.0,0.0,0.0
411,3,36,0.0,0.0,0.0
412,3,37,0.0,0.0,0.0
413,3,38,0.0,0.0,0.0
414,3,39,0.0,0.0,0.0
415,3,40,0.0,0.0,0.0
416,3,41,0.0,0.0,0.0
417,3,42,0.0,0.0,0.0
418,3,43,0.0,0.0,0.0
419,3,44,0.0,0.0,0.0
420,3,45,0.0,0.0,0.0
421,3,46,0.0,0.0,0.0
422,3,47,0.0,0.0,0.0
423,3,48,0.0,0.0,0.0
424,3,49,0.0,0.0,0.0
425,3,50,0.0,0.0,0.0
426,3,51,0.0,0.0,0.0
427,3,52,0.0,0.0,0.0
428,3,53,0.0,0.0,0.0
429,3,54,0.0,0.0,0.0
430,3,55,0.0,0.0,0.0
431,3,56,0.0,0.0,0.0
432,3,57,0.0,0.0,0.0
433,3,58,0.0,0.0,0.0
434,3,59,0.0,0.0,0.0
435,3,60,0.0,0.0,0.0
436,3,61,0.0,0.0,0.0
437,3,62,0.0,0.0,0.0
438,3,63,0.0,0.0,0.0
439,3,64,0.0,0.0,0.0
440,3,65,0.0,0.0,0.0
441,3,66,0.0,0.0,0.0
442,3,67,0.0,0.0,0.0
443,3,68,0.0,0.0,0.0
444,3,69,0.0,0.0,0.0
445,3,70,0.0,0.0,0.0
446,3,71,0.0,0.0,0.0
447,3,72,0.0,0.0,0.0
448,3,73,0.0,0.0,0.0
449,3,74,0.0,0.0,0.0
450,3,75,0.0,0.0,0.0
451,3,76,0.0,0.0,0.0
452,3,77,0.0,0.0,0.0
453,3,78,0.0,0.0,0.0
454,3,79,0.0,0.0,0.0
455,3,80,0.0,0.0,0.0
456,3,81,0.0,0.0,0.0
457,3,82,0.0,0.0,0.0
458,3,83,0.0,0.0,0.0
459,3,84,0.0,0.0,0.0
460,3,85,0.0,0.0,0.0
461,3,86,0.0,0.0,0.0
462,3,87,0.0,0.0,0.0
463,3,88,0.0,0.0,0.0
464,3,89,0.0,0.0,0.0
465,3,90,0.0,0.0,0.0
466,3,91,0.0,0.0,0.0
467,3,92,0.0,0.0,0.0
468,3,93,0.0,0.0,0.0
469,3,94,0.0,0.0,0.0
470,3,95,0.0,0.0,0.0
471,3,96,0.0,0.0,0.0
472,3,97,0.0,0.0,0.0
473,3,98,0.0,0.0,0.0
474,3,99,0.0,0.0,0.0
475,3,100,0.0,0.0,0.0
476,3,101,0.0,0.0,0.0
477,3,102,0.0,0.0,0.0
478,3,103,0.0,0.0,0.0
479,3,104,0.0,0.0,0.0
480,3,105,0.0,0.0,0.0
481,3,106,0.0,0.0,0.0
482,3,107,0.0,0.0,0.0
483,3,108,0.0,0.0,0.0
484,3,109,0.0,0.0,0.0
485,3,110,0.0,0.0,0.0
486,3,111,0.0,0.0,0.0
487,3,112,0.0,0.0,0.0
488,3,113,0.0,0.0,0.0
489,3,114,0.0,0.0,0.0
490,3,115,0.0,0.0,0.0
491,3,116,0.0,0.0,0.0
492,3,117,0.0,0.0,0.0
493,3,118,0.0,0.0,0.0
494,3,119,0.0,0.0,0.0
495,3,120,1.0,0.0,34.00418334429927
496,3,121,0.0,0.0,0.0
497,3,122,0.0,0.0,0.0
498,3,123,0.0,0.0,0.0
499,3,124,0.0,0.0,0.0
500,4,0,0.0,0.0,0.0
501,4,1,0.0,0.0,0.0
502,4,2,0.0,0.0,0.0
503,4,3,0.0,0.0,0.0
504,4,4,0.0,0.0,0.0
505,4,5,0.0,0.0,0.0
506,4,6,0.0,0.0,0.0
507,4,7,0.0,0.0,0.0
508,4,8,0.0,0.0,0.0
509,4,9,0.0,0.0,0.0
510,4,10,0.0,0.0,0.0
511,4,11,0.0,0.0,0.0
512,4,12,0.0,0.0,0.0
513,4,13,0.0,0.0,0.0
514,4,14,0.0,0.0,0.0
515,4,15,0.0,0.0,0.0
516,4,16,0.0,0.0,0.0
517,4,17,0.0,0.0,0.0
518,4,18,0.0,0.0,0.0
519,4,19,0.0,0.0,0.0
520,4,20,0.0,0.0,0.0
521,4,21,0.0,0.0,0.0
522,4,22,0.0,0.0,0.0
523,4,23,0.0,0.0,0.0
524,4,24,0.0,0.0,0.0
525,4,25,0.0,0.0,0.0
526,4,26,0.0,0.0,0.0
527,4,27,0.0,0.0,0.0
528,4,28,0.0,0.0,0.0
529,4,29,0.0,0.0,0.0
530,4,30,0.0,0.0,0.0
531,4,31,0.0,0.0,0.0
532,4,32,0.0,0.0,0.0
533,4,33,0.0,0.0,0.0
534,4,34,0.0,0.0,0.0
535,4,35,0.0,0.0,0.0
536,4,36,0.0,0.0,0.0
537,4,37,0.0,0.0,0.0
538,4,38,0.0,0.0,0.0
539,4,39,0.0,0.0,0.0
540,4,40,0.0,0.0,0.0
541,4,41,0.0,0.0,0.0
542,4,42,0.0,0.0,0.0
543,4,43,0.0,0.0,0.0
544,4,44,0.0,0.0,0.0
545,4,45,0.0,0.0,0.0
546,4,46,0.0,0.0,0.0
547,4,47,0.0,0.0,0.0
548,4,48,0.0,0.0,0.0
549,4,49,0.0,0.0,0.0
550,4,50,0.0,0.0,0.0
551,4,51,0.0,0.0,0.0
552,4,52,0.0,0.0,0.0
553,4,53,0.0,0.0,0.0
554,4,54,0.0,0.0,0.0
555,4,55,0.0,0.0,0.0
556,4,56,0.0,0.0,0.0
557,4,57,0.0,0.0,0.0
558,4,58,0.0,0.0,0.0
559,4,59,0.0,0.0,0.0
560,4,60,0.0,0.0,0.0
561,4,61,0.0,0.0,0.0
562,4,62,0.0,0.0,0.0
563,4,63,0.0,0.0,0.0
564,4,64,0.0,0.0,0.0
565,4,65,0.0,0.0,0.0
566,4,66,0.0,0.0,0.0
567,4,67,0.0,0.0,0.0
568,4,68,0.0,0.0,0.0
569,4,69,0.0,0.0,0.0
570,4,70,0.0,0.0,0.0
571,4,71,0.0,0.0,0.0
572,4,72,0.0,0.0,0.0
573,4,73,0.0,0.0,0.0
574,4,74,0.0,0.0,0.0
575,4,75,0.0,0.0,0.0
576,4,76,0.0,0.0,0.0
577,4,77,0.0,0.0,0.0
578,4,78,0.0,0.0,0.0
579,4,79,0.0,0.0,0.0
580,4,80,0.0,0.0,0.0
581,4,81,0.0,0.0,0.0
582,4,82,0.0,0.0,0.0
583,4,83,0.0,0.0,0.0
584,4,84,0.0,0.0,0.0
585,4,85,0.0,0.0,0.0
586,4,86,0.0,0.0,0.0
587,4,87,0.0,0.0,0.0
588,4,88,0.0,0.0,0.0
589,4,89,0.0,0.0,0.0
590,4,90,0.0,0.0,0.0
591,4,91,0.0,0.0,0.0
592,4,92,0.0,0.0,0.0
593,4,93,0.0,0.0,0.0
594,4,94,0.0,0.0,0.0
595,4,95,0.0,0.0,0.0
596,4,96,0.0,0.0,0.0
597,4,97,0.0,0.0,0.0
598,4,98,0.0,0.0,0.0
599,4,99,0.0,0.0,0.0
600,4,100,0.0,0.0,0.0
601,4,101,0.0,0.0,0.0
602,4,102,0.0,0.0,0.0
603,4,103,0.0,0.0,0.0
604,4,104,0.0,0.0,0.0
605,4,105,0.0,0.0,0.0
606,4,106,0.0,0.0,0.0
607,4,107,0.0,0.0,0.0
608,4,108,0.0,0.0,0.0
609,4,109,0.0,0.0,0.0
610,4,110,0.0,0.0,0.0
611,4,111,0.0,0.0,0.0
612,4,112,0.0,0.0,0.0
613,4,113,0.0,0.0,0.0
614,4,114,0.0,0.0,0.0
615,4,115,0.0,0.0,0.0
616,4,116,0.0,0.0,0.0
617,4,117,0.0,0.0,0.0
618,4,118,0.0,0.0,0.0
619,4,119,0.0,0.0,0.0
620,4,120,1.0,0.0,30.335230267672216
621,4,121,0.0,0.0,0.0
622,4,122,0.0,0.0,0.0
623,4,123,0.0,0.0,0.0
624,4,124,0.0,0.0,0.0
625,5,0,0.0,0.0,0.0
626,5,1,0.0,0.0,0.0
627,5,2,0.0,0.0,0.0
628,5,3,0.0,0.0,0.0
629,5,4,0.0,0.0,0.0
630,5,5,0.0,0.0,0.0
631,5,6,0.0,0.0,0.0
632,5,7,0.0,0.0,0.0
633,5,8,0.0,0.0,0.0
634,5,9,0.0,0.0,0.0
635,5,10,0.0,0.0,0.0
636,5,11,0.0,0.0,0.0
637,5,12,0.0,0.0,0.0
638,5,13,0.0,0.0,0.0
639,5,14,0.0,0.0,0.0
640,5,15,0.0,0.0,0.0
641,5,16,0.0,0.0,0.0
642,5,17,0.0,0.0,0.0
643,5,18,0.0,0.0,0.0
644,5,19,0.0,0.0,0.0
645,5,20,0.0,0.0,0.0
646,5,21,0.0,0.0,0.0
647,5,22,0.0,0.0,0.0
648,5,23,0.0,0.0,0.0
649,5,24,0.0,0.0,0.0
650,5,25,0.0,0.0,0.0
651,5,26,0.0,0.0,0.0
652,5,27,0.0,0.0,0.0
653,5,28,0.0,0.0,0.0
654,5,29,0.0,0.0,0.0
655,5,30,0.0,0.0,0.0
656,5,31,0.0,0.0,0.0
657,5,32,0.0,0.0,0.0
658,5,33,0.0,0.0,0.0
659,5,34,0.0,0.0,0.0
660,5,35,0.0,0.0,0.0
661,5,36,0.0,0.0,0.0
662,5,37,0.0,0.0,0.0
663,5,38,0.0,0.0,0.0
664,5,39,0.0,0.0,0.0
665,5,40,0.0,0.0,0.0
666,5,41,0.0,0.0,0.0
667,5,42,0.0,0.0,0.0
668,5,43,0.0,0.0,0.0
669,5,44,0.0,0.0,0.0
670,5,45,0.0,0.0,0.0
671,5,46,0.0,0.0,0.0
672,5,47,0.0,0.0,0.0
673,5,48,0.0,0.0,0.0
674,5,49,0.0,0.0,0.0
675,5,50,0.0,0.0,0.0
676,5,51,0.0,0.0,0.0
677,5,52,0.0,0.0,0.0
678,5,53,0.0,0.0,0.0
679,5,54,0.0,0.0,0.0
680,5,55,0.0,0.0,0.0
681,5,56,0.0,0.0,0.0
682,5,57,0.0,0.0,0.0
683,5,58,0.0,0.0,0.0
684,5,59,0.0,0.0,0.0
685,5,60,0.0,0.0,0.0
686,5,61,0.0,0.0,0.0
687,5,62,0.0,0.0,0.0
688,5,63,0.0,0.0,0.0
689,5,64,0.0,0.0,0.0
690,5,65,0.0,0.0,0.0
691,5,66,0.0,0.0,0.0
692,5,67,0.0,0.0,0.0
693,5,68,0.0,0.0,0.0
694,5,69,0.0,0.0,0.0
695,5,70,0.0,0.0,0.0
696,5,71,0.0,0.0,0.0
697,5,72,0.0,0.0,0.0
698,5,73,0.0,0.0,0.0
699,5,74,0.0,0.0,0.0
700,5,75,0.0,0.0,0.0
701,5,76,0.0,0.0,0.0
702,5,77,0.0,0.0,0.0
703,5,78,0.0,0.0,0.0
704,5,79,0.0,0.0,0.0
705,5,80,0.0,0.0,0.0
706,5,81,0.0,0.0,0.0
707,5,82,0.0,0.0,0.0
708,5,83,0.0,0.0,0.0
709,5,84,0.0,0.0,0.0
710,5,85,0.0,0.0,0.0
711,5,86,0.0,0.0,0.0
712,5,87,0.0,0.0,0.0
713,5,88,0.0,0.0,0.0
714,5,89,0.0,0.0,0.0
715,5,90,0.0,0.0,0.0
716,5,91,0.0,0.0,0.0
717,5,92,0.0,0.0,0.0
718,5,93,0.0,0.0,0.0
719,5,94,0.0,0.0,0.0
720,5,95,0.0,0.0,0.0
721,5,96,0.0,0.0,0.0
722,5,97,0.0,0.0,0.0
723,5,98,0.0,0.0,0.0
724,5,99,0.0,0.0,0.0
725,5,100,0.0,0.0,0.0
726,5,101,0.0,0.0,0.0
727,5,102,0.0,0.0,0.0
728,5,103,0.0,0.0,0.0
729,5,104,0.0,0.0,0.0
730,5,105,0.0,0.0,0.0
731,5,106,0.0,0.0,0.0
732,5,107,0.0,0.0,0.0
733,5,108,0.0,0.0,0.0
734,5,109,0.0,0.0,0.0
735,5,110,0.0,0.0,0.0
736,5,111,0.0,0.0,0.0
737,5,112,0.0,0.0,0.0
738,5,113,0.0,0.0,0.0
739,5,114,0.0,0.0,0.0
740,5,115,0.0,0.0,0.0
741,5,116,0.0,0.0,0.0
742,5,117,0.0,0.0,0.0
743,5,118,0.0,0.0,0.0
744,5,119,0.0,0.0,0.0
745,5,120,0.0,0.0,0.0
746,5,121,1.0,0.0,27.90650537304663
747,5,122,0.0,0.0,0.0
748,5,123,0.0,0.0,0.0
749,5,124,0.0,0.0,0.0
750,6,0,0.0,0.0,0.0
751,6,1,0.0,0.0,0.0
752,6,2,0.0,0.0,0.0
753,6,3,0.0,0.0,0.0
754,6,4,0.0,0.0,0.0
755,6,5,0.0,0.0,0.0
756,6,6,0.0,0.0,0.0
757,6,7,0.0,0.0,0.0
758,6,8,0.0,0.0,0.0
759,6,9,0.0,0.0,0.0
760,6,10,0.0,0.0,0.0
761,6,11,0.0,0.0,0.0
762,6,12,0.0,0.0,0.0
763,6,13,0.0,0.0,0.0
764,6,14,0.0,0.0,0.0
765,6,15,0.0,0.0,0.0
766,6,16,0.0,0.0,0.0
767,6,17,0.0,0.0,0.0
768,6,18,0.0,0.0,0.0
769,6,19,0.0,0.0,0.0
770,6,20,0.0,0.0,0.0
771,6,21,0.0,0.0,0.0
772,6,22,0.0,0.0,0.0
773,6,23,0.0,0.0,0.0
