,v,s,beta,alpha,d
67,973,7,0.0,0.0,0.0
68,973,8,0.0,0.0,0.0
69,973,9,0.0,0.0,0.0
70,973,10,0.0,0.0,0.0
71,973,11,0.0,0.0,0.0
72,973,12,0.0,0.0,0.0
73,973,13,0.0,0.0,0.0
74,973,14,0.0,0.0,0.0
75,973,15,0.0,0.0,0.0
76,973,16,0.0,0.0,0.0
77,973,17,0.0,0.0,0.0
78,973,18,0.0,0.0,0.0
79,973,19,0.0,0.0,0.0
80,667,0,0.0,0.0,0.0
81,667,1,0.0,0.0,0.0
82,667,2,0.0,0.0,0.0
83,667,3,0.0,0.0,0.0
84,667,4,0.0,0.0,0.0
85,667,5,0.0,0.0,0.0
86,667,6,0.0,0.0,0.0
87,667,7,0.0,0.0,0.0
88,667,8,0.0,0.0,0.0
89,667,9,0.0,0.0,0.0
90,667,10,0.0,0.0,0.0
91,667,11,0.0,0.0,0.0
92,667,12,0.0,0.0,0.0
93,667,13,0.0,0.0,0.0
94,667,14,0.0,0.0,0.0
95,667,15,0.0,0.0,0.0
96,667,16,1.0,0.0,4.4640720870705595
97,667,17,0.0,0.0,0.0
98,667,18,0.0,0.0,0.0
99,667,19,0.0,0.0,0.0
100,314,0,0.0,0.0,0.0
101,314,1,0.0,0.0,0.0
102,314,2,0.0,0.0,0.0
103,314,3,0.0,0.0,0.0
104,314,4,0.0,0.0,0.0
105,314,5,0.0,0.0,0.0
106,314,6,0.0,0.0,0.0
107,314,7,0.0,0.0,0.0
108,314,8,0.0,0.0,0.0
109,314,9,0.0,0.0,0.0
110,314,10,0.0,0.0,0.0
111,314,11,0.0,0.0,0.0
112,314,12,0.0,0.0,0.0
113,314,13,0.0,0.0,0.0
114,314,14,0.0,0.0,0.0
115,314,15,0.0,0.0,0.0
116,314,16,1.0,1.0,0.0
117,314,17,0.0,0.0,0.0
118,314,18,0.0,0.0,0.0
119,314,19,0.0,0.0,0.0
120,181,0,0.0,0.0,0.0
121,181,1,0.0,0.0,0.0
122,181,2,0.0,0.0,0.0
123,181,3,0.0,0.0,0.0
124,181,4,0.0,0.0,0.0
125,181,5,1.0,0.0,0.7020912797904806
126,181,6,0.0,0.0,0.0
127,181,7,0.0,0.0,0.0
128,181,8,0.0,0.0,0.0
129,181,9,0.0,0.0,0.0
130,181,10,0.0,0.0,0.0
131,181,11,0.0,0.0,0.0
132,181,12,0.0,0.0,0.0
133,181,13,0.0,0.0,0.0
134,181,14,0.0,0.0,0.0
135,181,15,0.0,0.0,0.0
136,181,16,0.0,0.0,0.0
137,181,17,0.0,0.0,0.0
138,181,18,0.0,0.0,0.0
139,181,19,0.0,0.0,0.0
140,119,0,0.0,0.0,0.0
141,119,1,0.0,0.0,0.0
142,119,2,0.0,0.0,0.0
143,119,3,0.0,0.0,0.0
144,119,4,0.0,0.0,0.0
145,119,5,1.0,0.0,27.855977783659185
146,119,6,0.0,0.0,0.0
147,119,7,0.0,0.0,0.0
148,119,8,0.0,0.0,0.0
149,119,9,0.0,0.0,0.0
150,119,10,0.0,0.0,0.0
151,119,11,0.0,0.0,0.0
152,119,12,0.0,0.0,0.0
153,119,13,0.0,0.0,0.0
154,119,14,0.0,0.0,0.0
155,119,15,0.0,0.0,0.0
156,119,16,0.0,0.0,0.0
157,119,17,0.0,0.0,0.0
158,119,18,0.0,0.0,0.0
159,119,19,0.0,0.0,0.0
160,49,0,0.0,0.0,0.0
161,49,1,0.0,0.0,0.0
162,49,2,0.0,0.0,0.0
163,49,3,0.0,0.0,0.0
164,49,4,0.0,0.0,0.0
165,49,5,1.0,0.0,10.153450782449038
166,49,6,0.0,0.0,0.0
167,49,7,0.0,0.0,0.0
168,49,8,0.0,0.0,0.0
169,49,9,0.0,0.0,0.0
170,49,10,0.0,0.0,0.0
171,49,11,0.0,0.0,0.0
172,49,12,0.0,0.0,0.0
173,49,13,0.0,0.0,0.0
174,49,14,0.0,0.0,0.0
175,49,15,0.0,0.0,0.0
176,49,16,0.0,0.0,0.0
177,49,17,0.0,0.0,0.0
178,49,18,0.0,0.0,0.0
179,49,19,0.0,0.0,0.0
180,101,0,0.0,0.0,0.0
181,101,1,0.0,0.0,0.0
182,101,2,0.0,0.0,0.0
183,101,3,0.0,0.0,0.0
184,101,4,0.0,0.0,0.0
185,101,5,1.0,0.0,25.08763434208387
186,101,6,0.0,0.0,0.0
187,101,7,0.0,0.0,0.0
188,101,8,0.0,0.0,0.0
189,101,9,0.0,0.0,0.0
190,101,10,0.0,0.0,0.0
191,101,11,0.0,0.0,0.0
192,101,12,0.0,0.0,0.0
193,101,13,0.0,0.0,0.0
194,101,14,0.0,0.0,0.0
195,101,15,0.0,0.0,0.0
196,101,16,0.0,0.0,0.0
197,101,17,0.0,0.0,0.0
198,101,18,0.0,0.0,0.0
199,101,19,0.0,0.0,0.0
200,975,0,0.0,0.0,0.0
201,975,1,0.0,0.0,0.0
202,975,2,0.0,0.0,0.0
203,975,3,0.0,0.0,0.0
204,975,4,0.0,0.0,0.0
205,975,5,1.0,0.0,50.14768488
206,975,6,0.0,0.0,0.0
207,975,7,0.0,0.0,0.0
208,975,8,0.0,0.0,0.0
209,975,9,0.0,0.0,0.0
210,975,10,0.0,0.0,0.0
211,975,11,0.0,0.0,0.0
212,975,12,0.0,0.0,0.0
213,975,13,0.0,0.0,0.0
214,975,14,0.0,0.0,0.0
215,975,15,0.0,0.0,0.0
216,975,16,0.0,0.0,0.0
217,975,17,0.0,0.0,0.0
218,975,18,0.0,0.0,0.0
219,975,19,0.0,0.0,0.0
220,200,0,0.0,0.0,0.0
221,200,1,0.0,0.0,0.0
222,200,2,0.0,0.0,0.0
223,200,3,0.0,0.0,0.0
224,200,4,0.0,0.0,0.0
225,200,5,1.0,0.0,12.162030829106145
226,200,6,0.0,0.0,0.0
227,200,7,0.0,0.0,0.0
228,200,8,0.0,0.0,0.0
229,200,9,0.0,0.0,0.0
230,200,10,0.0,0.0,0.0
231,200,11,0.0,0.0,0.0
232,200,12,0.0,0.0,0.0
233,200,13,0.0,0.0,0.0
234,200,14,0.0,0.0,0.0
235,200,15,0.0,0.0,0.0
236,200,16,0.0,0.0,0.0
237,200,17,0.0,0.0,0.0
238,200,18,0.0,0.0,0.0
239,200,19,0.0,0.0,0.0
240,41,0,0.0,0.0,0.0
241,41,1,0.0,0.0,0.0
242,41,2,0.0,0.0,0.0
243,41,3,0.0,0.0,0.0
244,41,4,0.0,0.0,0.0
245,41,5,1.0,0.0,6.916132142091196
246,41,6,0.0,0.0,0.0
247,41,7,0.0,0.0,0.0
248,41,8,0.0,0.0,0.0
249,41,9,0.0,0.0,0.0
250,41,10,0.0,0.0,0.0
251,41,11,0.0,0.0,0.0
252,41,12,0.0,0.0,0.0
253,41,13,0.0,0.0,0.0
254,41,14,0.0,0.0,0.0
255,41,15,0.0,0.0,0.0
256,41,16,0.0,0.0,0.0
257,41,17,0.0,0.0,0.0
258,41,18,0.0,0.0,0.0
259,41,19,0.0,0.0,0.0
260,60,0,0.0,0.0,0.0
261,60,1,0.0,0.0,0.0
262,60,2,0.0,0.0,0.0
263,60,3,0.0,0.0,0.0
264,60,4,0.0,0.0,0.0
265,60,5,1.0,0.0,36.62538272880771
266,60,6,0.0,0.0,0.0
267,60,7,0.0,0.0,0.0
268,60,8,0.0,0.0,0.0
269,60,9,0.0,0.0,0.0
270,60,10,0.0,0.0,0.0
271,60,11,0.0,0.0,0.0
272,60,12,0.0,0.0,0.0
273,60,13,0.0,0.0,0.0
274,60,14,0.0,0.0,0.0
275,60,15,0.0,0.0,0.0
276,60,16,0.0,0.0,0.0
277,60,17,0.0,0.0,0.0
278,60,18,0.0,0.0,0.0
279,60,19,0.0,0.0,0.0
280,414,0,0.0,0.0,0.0
281,414,1,0.0,0.0,0.0
282,414,2,0.0,0.0,0.0
283,414,3,0.0,0.0,0.0
284,414,4,0.0,0.0,0.0
285,414,5,0.0,0.0,0.0
286,414,6,0.0,0.0,0.0
287,414,7,0.0,0.0,0.0
288,414,8,0.0,0.0,0.0
289,414,9,0.0,0.0,0.0
290,414,10,0.0,0.0,0.0
291,414,11,0.0,0.0,0.0
292,414,12,0.0,0.0,0.0
293,414,13,0.0,0.0,0.0
294,414,14,0.0,0.0,0.0
295,414,15,0.0,0.0,0.0
296,414,16,1.0,1.0,0.0
297,414,17,0.0,0.0,0.0
298,414,18,0.0,0.0,0.0
299,414,19,0.0,0.0,0.0
300,571,0,0.0,0.0,0.0
301,571,1,0.0,0.0,0.0
302,571,2,0.0,0.0,0.0
303,571,3,0.0,0.0,0.0
304,571,4,0.0,0.0,0.0
305,571,5,0.0,0.0,0.0
306,571,6,0.0,0.0,0.0
307,571,7,0.0,0.0,0.0
308,571,8,0.0,0.0,0.0
309,571,9,0.0,0.0,0.0
310,571,10,0.0,0.0,0.0
311,571,11,0.0,0.0,0.0
312,571,12,0.0,0.0,0.0
313,571,13,0.0,0.0,0.0
314,571,14,0.0,0.0,0.0
315,571,15,0.0,0.0,0.0
316,571,16,1.0,0.0,0.9993454155517882
317,571,17,0.0,0.0,0.0
318,571,18,0.0,0.0,0.0
319,571,19,0.0,0.0,0.0
320,840,0,0.0,0.0,0.0
321,840,1,0.0,0.0,0.0
322,840,2,0.0,0.0,0.0
323,840,3,0.0,0.0,0.0
324,840,4,0.0,0.0,0.0
325,840,5,0.0,0.0,0.0
326,840,6,0.0,0.0,0.0
327,840,7,0.0,0.0,0.0
328,840,8,0.0,0.0,0.0
329,840,9,0.0,0.0,0.0
330,840,10,0.0,0.0,0.0
331,840,11,0.0,0.0,0.0
332,840,12,0.0,0.0,0.0
333,840,13,0.0,0.0,0.0
334,840,14,0.0,0.0,0.0
335,840,15,0.0,0.0,0.0
336,840,16,1.0,0.0,1.576460232678398
337,840,17,0.0,0.0,0.0
338,840,18,0.0,0.0,0.0
339,840,19,0.0,0.0,0.0
340,826,0,0.0,0.0,0.0
341,826,1,0.0,0.0,0.0
342,826,2,0.0,0.0,0.0
343,826,3,0.0,0.0,0.0
344,826,4,0.0,0.0,0.0
345,826,5,0.0,0.0,0.0
346,826,6,0.0,0.0,0.0
347,826,7,0.0,0.0,0.0
348,826,8,0.0,0.0,0.0
349,826,9,0.0,0.0,0.0
350,826,10,0.0,0.0,0.0
351,826,11,0.0,0.0,0.0
352,826,12,0.0,0.0,0.0
353,826,13,0.0,0.0,0.0
354,826,14,0.0,0.0,0.0
355,826,15,0.0,0.0,0.0
356,826,16,1.0,0.0,21.661700126663852
357,826,17,0.0,0.0,0.0
358,826,18,0.0,0.0,0.0
359,826,19,0.0,0.0,0.0
360,267,0,0.0,0.0,0.0
361,267,1,0.0,0.0,0.0
362,267,2,0.0,0.0,0.0
363,267,3,0.0,0.0,0.0
364,267,4,0.0,0.0,0.0
365,267,5,1.0,0.0,67.06557424738565
366,267,6,0.0,0.0,0.0
367,267,7,0.0,0.0,0.0
368,267,8,0.0,0.0,0.0
369,267,9,0.0,0.0,0.0
370,267,10,0.0,0.0,0.0
371,267,11,0.0,0.0,0.0
372,267,12,0.0,0.0,0.0
373,267,13,0.0,0.0,0.0
374,267,14,0.0,0.0,0.0
375,267,15,0.0,0.0,0.0
376,267,16,0.0,0.0,0.0
377,267,17,0.0,0.0,0.0
378,267,18,0.0,0.0,0.0
379,267,19,0.0,0.0,0.0
380,651,0,0.0,0.0,0.0
381,651,1,0.0,0.0,0.0
382,651,2,0.0,0.0,0.0
383,651,3,0.0,0.0,0.0
384,651,4,0.0,0.0,0.0
385,651,5,0.0,0.0,0.0
386,651,6,0.0,0.0,0.0
387,651,7,0.0,0.0,0.0
388,651,8,0.0,0.0,0.0
389,651,9,0.0,0.0,0.0
390,651,10,0.0,0.0,0.0
391,651,11,0.0,0.0,0.0
392,651,12,0.0,0.0,0.0
393,651,13,0.0,0.0,0.0
394,651,14,0.0,0.0,0.0
395,651,15,0.0,0.0,0.0
396,651,16,1.0,0.0,6.309776665326485
397,651,17,0.0,0.0,0.0
398,651,18,0.0,0.0,0.0
399,651,19,0.0,0.0,0.0
