,v,s,beta,alpha,d
113,0,113,0.0,0.0,0.0
114,0,114,0.0,0.0,0.0
115,0,115,0.0,0.0,0.0
116,0,116,0.0,0.0,0.0
117,0,117,0.0,0.0,0.0
118,0,118,0.0,0.0,0.0
119,0,119,0.0,0.0,0.0
120,0,120,0.0,0.0,0.0
121,0,121,0.0,0.0,0.0
122,0,122,0.0,0.0,0.0
123,0,123,0.0,0.0,0.0
124,0,124,0.0,0.0,0.0
125,0,125,0.0,0.0,0.0
126,0,126,0.0,0.0,0.0
127,0,127,0.0,0.0,0.0
128,0,128,0.0,0.0,0.0
129,0,129,0.0,0.0,0.0
130,0,130,0.0,0.0,0.0
131,0,131,0.0,0.0,0.0
132,0,132,0.0,0.0,0.0
133,0,133,0.0,0.0,0.0
134,0,134,0.0,0.0,0.0
135,0,135,0.0,0.0,0.0
136,0,136,0.0,0.0,0.0
137,0,137,0.0,0.0,0.0
138,0,138,0.0,0.0,0.0
139,0,139,0.0,0.0,0.0
140,0,140,0.0,0.0,0.0
141,0,141,0.0,0.0,0.0
142,0,142,0.0,0.0,0.0
143,0,143,1.0,0.0,8.598964020978258
144,0,144,0.0,0.0,0.0
145,0,145,0.0,0.0,0.0
146,0,146,0.0,0.0,0.0
147,0,147,0.0,0.0,0.0
148,0,148,0.0,0.0,0.0
149,0,149,0.0,0.0,0.0
150,1,0,0.0,0.0,0.0
151,1,1,0.0,0.0,0.0
152,1,2,0.0,0.0,0.0
153,1,3,0.0,0.0,0.0
154,1,4,0.0,0.0,0.0
155,1,5,0.0,0.0,0.0
156,1,6,0.0,0.0,0.0
157,1,7,0.0,0.0,0.0
158,1,8,0.0,0.0,0.0
159,1,9,0.0,0.0,0.0
160,1,10,0.0,0.0,0.0
161,1,11,0.0,0.0,0.0
162,1,12,0.0,0.0,0.0
163,1,13,0.0,0.0,0.0
164,1,14,0.0,0.0,0.0
165,1,15,0.0,0.0,0.0
166,1,16,0.0,0.0,0.0
167,1,17,0.0,0.0,0.0
168,1,18,0.0,0.0,0.0
169,1,19,0.0,0.0,0.0
170,1,20,0.0,0.0,0.0
171,1,21,0.0,0.0,0.0
172,1,22,0.0,0.0,0.0
173,1,23,0.0,0.0,0.0
174,1,24,0.0,0.0,0.0
175,1,25,0.0,0.0,0.0
176,1,26,0.0,0.0,0.0
177,1,27,0.0,0.0,0.0
178,1,28,0.0,0.0,0.0
179,1,29,0.0,0.0,0.0
180,1,30,0.0,0.0,0.0
181,1,31,0.0,0.0,0.0
182,1,32,0.0,0.0,0.0
183,1,33,0.0,0.0,0.0
184,1,34,0.0,0.0,0.0
185,1,35,0.0,0.0,0.0
186,1,36,0.0,0.0,0.0
187,1,37,0.0,0.0,0.0
188,1,38,0.0,0.0,0.0
189,1,39,0.0,0.0,0.0
190,1,40,0.0,0.0,0.0
191,1,41,0.0,0.0,0.0
192,1,42,0.0,0.0,0.0
193,1,43,0.0,0.0,0.0
194,1,44,0.0,0.0,0.0
195,1,45,0.0,0.0,0.0
196,1,46,0.0,0.0,0.0
197,1,47,0.0,0.0,0.0
198,1,48,0.0,0.0,0.0
199,1,49,0.0,0.0,0.0
200,1,50,0.0,0.0,0.0
201,1,51,0.0,0.0,0.0
202,1,52,0.0,0.0,0.0
203,1,53,0.0,0.0,0.0
204,1,54,0.0,0.0,0.0
205,1,55,0.0,0.0,0.0
206,1,56,0.0,0.0,0.0
207,1,57,0.0,0.0,0.0
208,1,58,0.0,0.0,0.0
209,1,59,0.0,0.0,0.0
210,1,60,0.0,0.0,0.0
211,1,61,0.0,0.0,0.0
212,1,62,0.0,0.0,0.0
213,1,63,0.0,0.0,0.0
214,1,64,0.0,0.0,0.0
215,1,65,0.0,0.0,0.0
216,1,66,0.0,0.0,0.0
217,1,67,0.0,0.0,0.0
218,1,68,0.0,0.0,0.0
219,1,69,0.0,0.0,0.0
220,1,70,0.0,0.0,0.0
221,1,71,0.0,0.0,0.0
222,1,72,0.0,0.0,0.0
223,1,73,0.0,0.0,0.0
224,1,74,0.0,0.0,0.0
225,1,75,0.0,0.0,0.0
226,1,76,0.0,0.0,0.0
227,1,77,0.0,0.0,0.0
228,1,78,0.0,0.0,0.0
229,1,79,0.0,0.0,0.0
230,1,80,0.0,0.0,0.0
231,1,81,0.0,0.0,0.0
232,1,82,0.0,0.0,0.0
233,1,83,0.0,0.0,0.0
234,1,84,0.0,0.0,0.0
235,1,85,0.0,0.0,0.0
236,1,86,0.0,0.0,0.0
237,1,87,0.0,0.0,0.0
238,1,88,0.0,0.0,0.0
239,1,89,0.0,0.0,0.0
240,1,90,0.0,0.0,0.0
241,1,91,0.0,0.0,0.0
242,1,92,0.0,0.0,0.0
243,1,93,0.0,0.0,0.0
244,1,94,0.0,0.0,0.0
245,1,95,0.0,0.0,0.0
246,1,96,0.0,0.0,0.0
247,1,97,0.0,0.0,0.0
248,1,98,0.0,0.0,0.0
249,1,99,0.0,0.0,0.0
250,1,100,0.0,0.0,0.0
251,1,101,0.0,0.0,0.0
252,1,102,0.0,0.0,0.0
253,1,103,0.0,0.0,0.0
254,1,104,0.0,0.0,0.0
255,1,105,0.0,0.0,0.0
256,1,106,0.0,0.0,0.0
257,1,107,0.0,0.0,0.0
258,1,108,0.0,0.0,0.0
259,1,109,0.0,0.0,0.0
260,1,110,0.0,0.0,0.0
261,1,111,0.0,0.0,0.0
262,1,112,0.0,0.0,0.0
263,1,113,0.0,0.0,0.0
264,1,114,0.0,0.0,0.0
265,1,115,0.0,0.0,0.0
266,1,116,0.0,0.0,0.0
267,1,117,0.0,0.0,0.0
268,1,118,0.0,0.0,0.0
269,1,119,0.0,0.0,0.0
270,1,120,0.0,0.0,0.0
271,1,121,0.0,0.0,0.0
272,1,122,0.0,0.0,0.0
273,1,123,0.0,0.0,0.0
274,1,124,0.0,0.0,0.0
275,1,125,0.0,0.0,0.0
276,1,126,0.0,0.0,0.0
277,1,127,0.0,0.0,0.0
278,1,128,0.0,0.0,0.0
279,1,129,0.0,0.0,0.0
280,1,130,0.0,0.0,0.0
281,1,131,0.0,0.0,0.0
282,1,132,0.0,0.0,0.0
283,1,133,0.0,0.0,0.0
284,1,134,0.0,0.0,0.0
285,1,135,0.0,0.0,0.0
286,1,136,1.0,0.0,10.229902621867272
287,1,137,0.0,0.0,0.0
288,1,138,0.0,0.0,0.0
289,1,139,0.0,0.0,0.0
290,1,140,0.0,0.0,0.0
291,1,141,0.0,0.0,0.0
292,1,142,0.0,0.0,0.0
293,1,143,0.0,0.0,0.0
294,1,144,0.0,0.0,0.0
295,1,145,0.0,0.0,0.0
296,1,146,0.0,0.0,0.0
297,1,147,0.0,0.0,0.0
298,1,148,0.0,0.0,0.0
299,1,149,0.0,0.0,0.0
300,2,0,0.0,0.0,0.0
301,2,1,0.0,0.0,0.0
302,2,2,0.0,0.0,0.0
303,2,3,0.0,0.0,0.0
304,2,4,0.0,0.0,0.0
305,2,5,0.0,0.0,0.0
306,2,6,0.0,0.0,0.0
307,2,7,0.0,0.0,0.0
308,2,8,0.0,0.0,0.0
309,2,9,0.0,0.0,0.0
310,2,10,0.0,0.0,0.0
311,2,11,0.0,0.0,0.0
312,2,12,0.0,0.0,0.0
313,2,13,0.0,0.0,0.0
314,2,14,0.0,0.0,0.0
315,2,15,0.0,0.0,0.0
316,2,16,0.0,0.0,0.0
317,2,17,0.0,0.0,0.0
318,2,18,0.0,0.0,0.0
319,2,19,0.0,0.0,0.0
320,2,20,0.0,0.0,0.0
321,2,21,0.0,0.0,0.0
322,2,22,0.0,0.0,0.0
323,2,23,0.0,0.0,0.0
324,2,24,0.0,0.0,0.0
325,2,25,0.0,0.0,0.0
326,2,26,0.0,0.0,0.0
327,2,27,0.0,0.0,0.0
328,2,28,0.0,0.0,0.0
329,2,29,0.0,0.0,0.0
330,2,30,0.0,0.0,0.0
331,2,31,0.0,0.0,0.0
332,2,32,0.0,0.0,0.0
333,2,33,0.0,0.0,0.0
334,2,34,0.0,0.0,0.0
335,2,35,0.0,0.0,0.0
336,2,36,0.0,0.0,0.0
337,2,37,0.0,0.0,0.0
338,2,38,0.0,0.0,0.0
339,2,39,0.0,0.0,0.0
340,2,40,0.0,0.0,0.0
341,2,41,0.0,0.0,0.0
342,2,42,0.0,0.0,0.0
343,2,43,0.0,0.0,0.0
344,2,44,0.0,0.0,0.0
345,2,45,0.0,0.0,0.0
346,2,46,0.0,0.0,0.0
347,2,47,0.0,0.0,0.0
348,2,48,0.0,0.0,0.0
349,2,49,0.0,0.0,0.0
350,2,50,0.0,0.0,0.0
351,2,51,0.0,0.0,0.0
352,2,52,0.0,0.0,0.0
353,2,53,0.0,0.0,0.0
354,2,54,0.0,0.0,0.0
355,2,55,0.0,0.0,0.0
356,2,56,0.0,0.0,0.0
357,2,57,0.0,0.0,0.0
358,2,58,0.0,0.0,0.0
359,2,59,0.0,0.0,0.0
360,2,60,0.0,0.0,0.0
361,2,61,0.0,0.0,0.0
362,2,62,0.0,0.0,0.0
363,2,63,0.0,0.0,0.0
364,2,64,0.0,0.0,0.0
365,2,65,0.0,0.0,0.0
366,2,66,0.0,0.0,0.0
367,2,67,0.0,0.0,0.0
368,2,68,0.0,0.0,0.0
369,2,69,0.0,0.0,0.0
370,2,70,0.0,0.0,0.0
371,2,71,0.0,0.0,0.0
372,2,72,0.0,0.0,0.0
373,2,73,0.0,0.0,0.0
374,2,74,0.0,0.0,0.0
375,2,75,0.0,0.0,0.0
376,2,76,0.0,0.0,0.0
377,2,77,0.0,0.0,0.0
378,2,78,0.0,0.0,0.0
379,2,79,0.0,0.0,0.0
380,2,80,0.0,0.0,0.0
381,2,81,0.0,0.0,0.0
382,2,82,0.0,0.0,0.0
383,2,83,0.0,0.0,0.0
384,2,84,0.0,0.0,0.0
385,2,85,0.0,0.0,0.0
386,2,86,0.0,0.0,0.0
387,2,87,0.0,0.0,0.0
388,2,88,0.0,0.0,0.0
389,2,89,0.0,0.0,0.0
390,2,90,0.0,0.0,0.0
391,2,91,0.0,0.0,0.0
392,2,92,0.0,0.0,0.0
393,2,93,0.0,0.0,0.0
394,2,94,0.0,0.0,0.0
395,2,95,0.0,0.0,0.0
396,2,96,0.0,0.0,0.0
397,2,97,0.0,0.0,0.0
398,2,98,0.0,0.0,0.0
399,2,99,1.0,0.0,8.73827454506833
400,2,100,0.0,0.0,0.0
401,2,101,0.0,0.0,0.0
402,2,102,0.0,0.0,0.0
403,2,103,0.0,0.0,0.0
404,2,104,0.0,0.0,0.0
405,2,105,0.0,0.0,0.0
406,2,106,0.0,0.0,0.0
407,2,107,0.0,0.0,0.0
408,2,108,0.0,0.0,0.0
409,2,109,0.0,0.0,0.0
410,2,110,0.0,0.0,0.0
411,2,111,0.0,0.0,0.0
412,2,112,0.0,0.0,0.0
413,2,113,0.0,0.0,0.0
414,2,114,0.0,0.0,0.0
415,2,115,0.0,0.0,0.0
416,2,116,0.0,0.0,0.0
417,2,117,0.0,0.0,0.0
418,2,118,0.0,0.0,0.0
419,2,119,0.0,0.0,0.0
420,2,120,0.0,0.0,0.0
421,2,121,0.0,0.0,0.0
422,2,122,0.0,0.0,0.0
423,2,123,0.0,0.0,0.0
424,2,124,0.0,0.0,0.0
425,2,125,0.0,0.0,0.0
426,2,126,0.0,0.0,0.0
427,2,127,0.0,0.0,0.0
428,2,128,0.0,0.0,0.0
429,2,129,0.0,0.0,0.0
430,2,130,0.0,0.0,0.0
431,2,131,0.0,0.0,0.0
432,2,132,0.0,0.0,0.0
433,2,133,0.0,0.0,0.0
434,2,134,0.0,0.0,0.0
435,2,135,0.0,0.0,0.0
436,2,136,0.0,0.0,0.0
437,2,137,0.0,0.0,0.0
438,2,138,0.0,0.0,0.0
439,2,139,0.0,0.0,0.0
440,2,140,0.0,0.0,0.0
441,2,141,0.0,0.0,0.0
442,2,142,0.0,0.0,0.0
443,2,143,0.0,0.0,0.0
444,2,144,0.0,0.0,0.0
445,2,145,0.0,0.0,0.0
446,2,146,0.0,0.0,0.0
447,2,147,0.0,0.0,0.0
448,2,148,0.0,0.0,0.0
449,2,149,0.0,0.0,0.0
450,3,0,0.0,0.0,0.0
451,3,1,0.0,0.0,0.0
452,3,2,0.0,0.0,0.0
453,3,3,0.0,0.0,0.0
454,3,4,0.0,0.0,0.0
455,3,5,0.0,0.0,0.0
456,3,6,0.0,0.0,0.0
457,3,7,0.0,0.0,0.0
458,3,8,0.0,0.0,0.0
459,3,9,0.0,0.0,0.0
460,3,10,0.0,0.0,0.0
461,3,11,0.0,0.0,0.0
462,3,12,0.0,0.0,0.0
463,3,13,0.0,0.0,0.0
464,3,14,0.0,0.0,0.0
465,3,15,0.0,0.0,0.0
466,3,16,0.0,0.0,0.0
467,3,17,0.0,0.0,0.0
468,3,18,0.0,0.0,0.0
469,3,19,0.0,0.0,0.0
470,3,20,0.0,0.0,0.0
471,3,21,0.0,0.0,0.0
472,3,22,0.0,0.0,0.0
473,3,23,0.0,0.0,0.0
474,3,24,0.0,0.0,0.0
475,3,25,0.0,0.0,0.0
476,3,26,0.0,0.0,0.0
477,3,27,0.0,0.0,0.0
478,3,28,0.0,0.0,0.0
479,3,29,0.0,0.0,0.0
480,3,30,0.0,0.0,0.0
481,3,31,0.0,0.0,0.0
482,3,32,0.0,0.0,0.0
483,3,33,0.0,0.0,0.0
484,3,34,0.0,0.0,0.0
485,3,35,0.0,0.0,0.0
486,3,36,0.0,0.0,0.0
487,3,37,0.0,0.0,0.0
488,3,38,0.0,0.0,0.0
489,3,39,0.0,0.0,0.0
490,3,40,0.0,0.0,0.0
491,3,41,0.0,0.0,0.0
492,3,42,0.0,0.0,0.0
493,3,43,0.0,0.0,0.0
494,3,44,0.0,0.0,0.0
495,3,45,0.0,0.0,0.0
496,3,46,0.0,0.0,0.0
497,3,47,0.0,0.0,0.0
498,3,48,0.0,0.0,0.0
499,3,49,0.0,0.0,0.0
500,3,50,0.0,0.0,0.0
501,3,51,0.0,0.0,0.0
502,3,52,0.0,0.0,0.0
503,3,53,0.0,0.0,0.0
504,3,54,0.0,0.0,0.0
505,3,55,0.0,0.0,0.0
506,3,56,0.0,0.0,0.0
507,3,57,0.0,0.0,0.0
508,3,58,0.0,0.0,0.0
509,3,59,0.0,0.0,0.0
510,3,60,0.0,0.0,0.0
511,3,61,0.0,0.0,0.0
512,3,62,0.0,0.0,0.0
513,3,63,0.0,0.0,0.0
514,3,64,0.0,0.0,0.0
515,3,65,0.0,0.0,0.0
516,3,66,0.0,0.0,0.0
517,3,67,0.0,0.0,0.0
518,3,68,0.0,0.0,0.0
519,3,69,0.0,0.0,0.0
520,3,70,0.0,0.0,0.0
521,3,71,0.0,0.0,0.0
522,3,72,0.0,0.0,0.0
523,3,73,0.0,0.0,0.0
524,3,74,0.0,0.0,0.0
525,3,75,0.0,0.0,0.0
526,3,76,0.0,0.0,0.0
527,3,77,0.0,0.0,0.0
528,3,78,0.0,0.0,0.0
529,3,79,0.0,0.0,0.0
530,3,80,0.0,0.0,0.0
531,3,81,0.0,0.0,0.0
532,3,82,0.0,0.0,0.0
533,3,83,0.0,0.0,0.0
534,3,84,0.0,0.0,0.0
535,3,85,0.0,0.0,0.0
536,3,86,0.0,0.0,0.0
537,3,87,0.0,0.0,0.0
538,3,88,0.0,0.0,0.0
539,3,89,0.0,0.0,0.0
540,3,90,0.0,0.0,0.0
541,3,91,0.0,0.0,0.0
542,3,92,0.0,0.0,0.0
543,3,93,0.0,0.0,0.0
544,3,94,0.0,0.0,0.0
545,3,95,0.0,0.0,0.0
546,3,96,0.0,0.0,0.0
547,3,97,0.0,0.0,0.0
548,3,98,0.0,0.0,0.0
549,3,99,0.0,0.0,0.0
550,3,100,0.0,0.0,0.0
551,3,101,0.0,0.0,0.0
552,3,102,0.0,0.0,0.0
553,3,103,0.0,0.0,0.0
554,3,104,0.0,0.0,0.0
555,3,105,0.0,0.0,0.0
556,3,106,0.0,0.0,0.0
557,3,107,0.0,0.0,0.0
558,3,108,0.0,0.0,0.0
559,3,109,0.0,0.0,0.0
560,3,110,0.0,0.0,0.0
561,3,111,0.0,0.0,0.0
562,3,112,0.0,0.0,0.0
563,3,113,0.0,0.0,0.0
564,3,114,0.0,0.0,0.0
565,3,115,0.0,0.0,0.0
566,3,116,1.0,0.0,9.025930145485354
567,3,117,0.0,0.0,0.0
568,3,118,0.0,0.0,0.0
569,3,119,0.0,0.0,0.0
570,3,120,0.0,0.0,0.0
571,3,121,0.0,0.0,0.0
572,3,122,0.0,0.0,0.0
573,3,123,0.0,0.0,0.0
574,3,124,0.0,0.0,0.0
575,3,125,0.0,0.0,0.0
576,3,126,0.0,0.0,0.0
577,3,127,0.0,0.0,0.0
578,3,128,0.0,0.0,0.0
579,3,129,0.0,0.0,0.0
580,3,130,0.0,0.0,0.0
581,3,131,0.0,0.0,0.0
582,3,132,0.0,0.0,0.0
583,3,133,0.0,0.0,0.0
584,3,134,0.0,0.0,0.0
585,3,135,0.0,0.0,0.0
586,3,136,0.0,0.0,0.0
587,3,137,0.0,0.0,0.0
588,3,138,0.0,0.0,0.0
589,3,139,0.0,0.0,0.0
590,3,140,0.0,0.0,0.0
591,3,141,0.0,0.0,0.0
592,3,142,0.0,0.0,0.0
593,3,143,0.0,0.0,0.0
594,3,144,0.0,0.0,0.0
595,3,145,0.0,0.0,0.0
596,3,146,0.0,0.0,0.0
597,3,147,0.0,0.0,0.0
598,3,148,0.0,0.0,0.0
599,3,149,0.0,0.0,0.0
600,4,0,0.0,0.0,0.0
601,4,1,0.0,0.0,0.0
602,4,2,0.0,0.0,0.0
603,4,3,0.0,0.0,0.0
604,4,4,0.0,0.0,0.0
605,4,5,0.0,0.0,0.0
606,4,6,0.0,0.0,0.0
607,4,7,0.0,0.0,0.0
608,4,8,0.0,0.0,0.0
609,4,9,0.0,0.0,0.0
610,4,10,0.0,0.0,0.0
611,4,11,0.0,0.0,0.0
612,4,12,0.0,0.0,0.0
613,4,13,0.0,0.0,0.0
614,4,14,0.0,0.0,0.0
615,4,15,0.0,0.0,0.0
616,4,16,0.0,0.0,0.0
617,4,17,0.0,0.0,0.0
618,4,18,0.0,0.0,0.0
619,4,19,0.0,0.0,0.0
620,4,20,0.0,0.0,0.0
621,4,21,0.0,0.0,0.0
622,4,22,0.0,0.0,0.0
623,4,23,0.0,0.0,0.0
624,4,24,0.0,0.0,0.0
625,4,25,0.0,0.0,0.0
626,4,26,0.0,0.0,0.0
627,4,27,0.0,0.0,0.0
628,4,28,0.0,0.0,0.0
629,4,29,0.0,0.0,0.0
630,4,30,0.0,0.0,0.0
631,4,31,0.0,0.0,0.0
632,4,32,0.0,0.0,0.0
633,4,33,0.0,0.0,0.0
634,4,34,0.0,0.0,0.0
635,4,35,0.0,0.0,0.0
636,4,36,0.0,0.0,0.0
637,4,37,0.0,0.0,0.0
638,4,38,0.0,0.0,0.0
639,4,39,0.0,0.0,0.0
640,4,40,0.0,0.0,0.0
641,4,41,0.0,0.0,0.0
642,4,42,0.0,0.0,0.0
643,4,43,0.0,0.0,0.0
644,4,44,0.0,0.0,0.0
645,4,45,0.0,0.0,0.0
646,4,46,0.0,0.0,0.0
647,4,47,0.0,0.0,0.0
648,4,48,0.0,0.0,0.0
649,4,49,0.0,0.0,0.0
650,4,50,0.0,0.0,0.0
651,4,51,0.0,0.0,0.0
652,4,52,0.0,0.0,0.0
653,4,53,0.0,0.0,0.0
654,4,54,0.0,0.0,0.0
655,4,55,0.0,0.0,0.0
656,4,56,0.0,0.0,0.0
657,4,57,0.0,0.0,0.0
658,4,58,0.0,0.0,0.0
659,4,59,0.0,0.0,0.0
660,4,60,0.0,0.0,0.0
661,4,61,0.0,0.0,0.0
662,4,62,0.0,0.0,0.0
663,4,63,0.0,0.0,0.0
664,4,64,0.0,0.0,0.0
665,4,65,0.0,0.0,0.0
666,4,66,0.0,0.0,0.0
667,4,67,0.0,0.0,0.0
668,4,68,0.0,0.0,0.0
669,4,69,0.0,0.0,0.0
670,4,70,0.0,0.0,0.0
671,4,71,0.0,0.0,0.0
672,4,72,0.0,0.0,0.0
673,4,73,0.0,0.0,0.0
674,4,74,0.0,0.0,0.0
675,4,75,0.0,0.0,0.0
676,4,76,0.0,0.0,0.0
677,4,77,0.0,0.0,0.0
678,4,78,0.0,0.0,0.0
679,4,79,0.0,0.0,0.0
680,4,80,0.0,0.0,0.0
681,4,81,0.0,0.0,0.0
682,4,82,0.0,0.0,0.0
683,4,83,0.0,0.0,0.0
684,4,84,0.0,0.0,0.0
685,4,85,0.0,0.0,0.0
686,4,86,0.0,0.0,0.0
687,4,87,0.0,0.0,0.0
688,4,88,0.0,0.0,0.0
689,4,89,0.0,0.0,0.0
690,4,90,0.0,0.0,0.0
691,4,91,0.0,0.0,0.0
692,4,92,0.0,0.0,0.0
693,4,93,0.0,0.0,0.0
694,4,94,0.0,0.0,0.0
695,4,95,0.0,0.0,0.0
696,4,96,0.0,0.0,0.0
697,4,97,0.0,0.0,0.0
698,4,98,0.0,0.0,0.0
699,4,99,0.0,0.0,0.0
700,4,100,0.0,0.0,0.0
701,4,101,0.0,0.0,0.0
702,4,102,0.0,0.0,0.0
703,4,103,0.0,0.0,0.0
704,4,104,0.0,0.0,0.0
705,4,105,0.0,0.0,0.0
706,4,106,0.0,0.0,0.0
707,4,107,0.0,0.0,0.0
708,4,108,0.0,0.0,0.0
709,4,109,0.0,0.0,0.0
710,4,110,0.0,0.0,0.0
711,4,111,0.0,0.0,0.0
712,4,112,0.0,0.0,0.0
713,4,113,0.0,0.0,0.0
714,4,114,1.0,0.0,16.53206261875441
715,4,115,0.0,0.0,0.0
716,4,116,0.0,0.0,0.0
717,4,117,0.0,0.0,0.0
718,4,118,0.0,0.0,0.0
719,4,119,0.0,0.0,0.0
720,4,120,0.0,0.0,0.0
721,4,121,0.0,0.0,0.0
722,4,122,0.0,0.0,0.0
723,4,123,0.0,0.0,0.0
724,4,124,0.0,0.0,0.0
725,4,125,0.0,0.0,0.0
726,4,126,0.0,0.0,0.0
727,4,127,0.0,0.0,0.0
728,4,128,0.0,0.0,0.0
729,4,129,0.0,0.0,0.0
730,4,130,0.0,0.0,0.0
731,4,131,0.0,0.0,0.0
732,4,132,0.0,0.0,0.0
733,4,133,0.0,0.0,0.0
734,4,134,0.0,0.0,0.0
735,4,135,0.0,0.0,0.0
736,4,136,0.0,0.0,0.0
737,4,137,0.0,0.0,0.0
738,4,138,0.0,0.0,0.0
739,4,139,0.0,0.0,0.0
740,4,140,0.0,0.0,0.0
741,4,141,0.0,0.0,0.0
742,4,142,0.0,0.0,0.0
743,4,143,0.0,0.0,0.0
744,4,144,0.0,0.0,0.0
745,4,145,0.0,0.0,0.0
746,4,146,0.0,0.0,0.0
747,4,147,0.0,0.0,0.0
748,4,148,0.0,0.0,0.0
749,4,149,0.0,0.0,0.0
750,5,0,0.0,0.0,0.0
751,5,1,0.0,0.0,0.0
752,5,2,0.0,0.0,0.0
753,5,3,0.0,0.0,0.0
754,5,4,0.0,0.0,0.0
755,5,5,0.0,0.0,0.0
756,5,6,0.0,0.0,0.0
757,5,7,0.0,0.0,0.0
758,5,8,0.0,0.0,0.0
759,5,9,0.0,0.0,0.0
760,5,10,0.0,0.0,0.0
761,5,11,0.0,0.0,0.0
762,5,12,0.0,0.0,0.0
763,5,13,0.0,0.0,0.0
764,5,14,0.0,0.0,0.0
765,5,15,0.0,0.0,0.0
766,5,16,0.0,0.0,0.0
767,5,17,0.0,0.0,0.0
768,5,18,0.0,0.0,0.0
769,5,19,0.0,0.0,0.0
770,5,20,0.0,0.0,0.0
771,5,21,0.0,0.0,0.0
772,5,22,0.0,0.0,0.0
773,5,23,0.0,0.0,0.0
774,5,24,0.0,0.0,0.0
